state,district,url,status,youtube_ids,pdf_urls,google_urls
Tripura,North Tripura,https://northtripura.nic.in,BASE,,,https://www.iimb.ac.in/turn_turn/agar-wonder-wood.php|https://timesofindia.indiatimes.com/india/30-years-on-agar-oil-export-to-middle-east-to-be-reality-tripura-cm/articleshow/84494249.cms|https://www.devdiscourse.com/article/headlines/2831578-forest-department-to-establish-agar-market-in-northern-tripura|https://indianexpress.com/article/north-east-india/tripura/self-sufficient-meat-production-tripura-2027-target-eggs-8087167/|https://nenow.in/north-east-news/tripura-govt-plans-to-boost-agar-oil-trade.html
Tripura,Sepahijala,https://sepahijala.nic.in/one-district-one-product/,MATCH,,,https://pib.gov.in/FactsheetDetails.aspx?id=150411&NoteId=150411&ModuleId=16|https://tripura.gov.in/sites/default/files/Economic_Review.pdf|https://www.nabard.org/auth/writereaddata/tender/2804235739SFP_Tripura.pdf|https://data.desagri.gov.in/website/crops-apy-report-web|https://www.statista.com/topics/5780/silk-in-india/
Tripura,South Tripura,https://southtripura.nic.in,BASE,,,https://indianexpress.com/article/north-east-india/tripura/self-sufficient-meat-production-tripura-2027-target-eggs-8087167/|https://www.indiatimes.com/news/india/not-only-worlds-most-expensive-miyazaki-mango-tripura-produces-a-total-of-40-varieties/articleshow/126908659.html|https://www.upscale-media.ai/|https://t.me/s/southfronteng|https://heygenai.app/
Tripura,Unakoti,https://unakoti.nic.in,BASE,,,https://www.worldteanews.com/Features/global-tea-production-2015|https://www.upscale-media.ai/|https://www.news365times.com/tripura-police-arrest-2-in-unakoti-tea-garden-mob-lynching-case/|https://www.hubspot.com/state-of-marketing
Tripura,West Tripura,https://westtripura.nic.in,BASE,,,https://organiser.org/2025/10/25/322557/bharat/bamboo-of-tripura-turning-green-into-gold/|https://www.constructionworld.in/policy-updates-and-economic-news/tripura-unveils-ambitious-five-year-plan-to-expand-industrial-bamboo-production/69520|https://industries.tripura.gov.in/bamboo|https://meghalayatoday.com/tripura-government-has-unveiled-a-five-year-plan-to-increase-bamboo-production/|https://www.telegraphindia.com/states/tripura-govt-takes-up-five-year-plan-to-expand-bamboo-production-for-industrial-use/cid/2085210
Uttar Pradesh,Agra,https://agra.up.gov.in/one-district-one-product/,MATCH,,,https://en.channeliam.com/2024/08/05/india-leather-industry-growth/|https://www.verifiedmarketresearch.com/product/leather-products-market/|https://in.linkedin.com/in/my-production-agra-7578ab214|https://sarkariyojana.com/one-district-one-product-scheme/
Uttar Pradesh,Aligarh,https://aligarh.up.gov.in/one-district-one-product/,MATCH,,,https://www.sourcifychina.com/top-hardware-manufacturer-in-aligarh-compare/|https://medium.com/@lockmanufacturer/locks-and-hardware-aligarh-locks-24f922f40101|https://www.aligarhdirectory.com/|https://www.hubspot.com/state-of-marketing|https://polymarket.com/
Uttar Pradesh,Ambedkar Nagar,https://ambedkarnagar.nic.in,BASE,,,https://economictimes.indiatimes.com/tech/startups/ipo-bound-infra-market-raises-additional-50-million-financing-from-mars-growth-capital/articleshow/122153303.cms?from=mdr|https://ambedkarnagar.nic.in/odop-ambedkarnagar-textile-product/|https://www.upscale-media.ai/|https://www.ellenmacarthurfoundation.org/a-new-textiles-economy|https://www.hubspot.com/state-of-marketing
Uttar Pradesh,Amethi,https://amethi.nic.in,BASE,,,https://yourstory.com/2026/02/amethi-moonj-craft-women-odop-home-based-livelihood|https://amethi.nic.in/|https://uttarpradeshnewz.com/amethi-district/|https://sarkariyojana.com/one-district-one-product-scheme/
Uttar Pradesh,Amroha,https://amroha.nic.in,BASE,,,https://yourstory.com/2026/02/amroha-dholak-craft-artisan-economy-odop|https://www.linkedin.com/pulse/discover-rhythmic-heartbeat-amroha-dholak-tradesala-ybbyc|https://www.localsamosa.com/business/famous-unique-craft-amroha-dholaks-7594205|https://www.republicworld.com/business/exhibitions-to-showcase-craft-export-avenues-among-amroha-dholak-makers-wishlist
Uttar Pradesh,Auraiya,https://auraiya.nic.in,BASE,,,https://www.linkedin.com/pulse/milk-processing-reducing-product-loss-accurate-ulshe|https://www.financialexpress.com/business/industry-exclusive-no-usual-milk-price-hike-at-onset-of-summer-weve-absorbed-costs-qampa-with-jayatheertha-chary-md-mother-dairynbsp-4215480/?ref=hometop_hp|https://www.suabaiieltswriting.com/blog/phan-tich-the-diagram-below-shows-the-process-of-milk-production-ielts|https://www.bidcurios.com/product/auraiya-milk-processing-desi-ghee/
Uttar Pradesh,Ayodhya (Faizabad),,FAILED,,,https://www.odopup.in/en/article/faizabad|https://link.springer.com/content/pdf/10.1007/s12355-023-01297-6.pdf|https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/Jaggery.pdf|https://gsconlinepress.com/journals/gscarr/sites/default/files/GSCARR-2025-0186.pdf|https://www.scribd.com/document/581691317/jaggerydpr1-1
Uttar Pradesh,Azamgarh,https://azamgarh.nic.in,BASE,,,https://blackpotterycluster.org/|https://ddnews.gov.in/en/azamgarhs-black-pottery-revived-through-odop-artisans-credit-double-engine-govt/|https://odopup.in/en/article/azamgarh|https://yourstory.com/2026/02/azamgarh-black-pottery-odop-nizamabad-sohit-kumar-prajapati|https://ddindia.co.in/2026/02/azamgarhs-black-pottery-revived-through-odop-artisans-credit-double-engine-govt/
Uttar Pradesh,Baghpat,,FAILED,,,https://www.linkedin.com/pulse/europe-christmas-decoration-goods-market-outlook-driven-xhvpf|https://mychakrastore.com/|https://www.printables.com/model?category=44|https://www.hubspot.com/state-of-marketing
Uttar Pradesh,Bahraich,https://bahraich.nic.in,BASE,,,https://en.vikaspedia.in/viewcontent/aspirational-districts/uttar-pradesh/bahraich/best-practices/wheat-stalk-(handicraft)-products|https://www.ibef.org/exports/handicrafts-industry-india|https://odopup.in/en/article/bahraich|https://www.researchgate.net/publication/386135161_Handicraft_Sector_of_India_Overview_of_Production_and_Export_Potentiality|https://www.kenresearch.com/industry-reports/india-handicrafts-market
Uttar Pradesh,Ballia,https://ballia.nic.in,BASE,,,https://ajmesc.com/index.php/ajmesc/article/view/83|https://rooftopapp.com/art-wiki/tikuli-craft|https://www.gaonconnection.com/english/bihar-patna-tikuli-art-culture-tradition-women-empowerment-livelihood-madhubani-50628/|https://www.upscale-media.ai/|https://utkarsh.com/current-affairs/state/government-schemes/uttar-pradesh-adds-12-new-products-under-odop-scheme-taking-it-to-74
Uttar Pradesh,Balrampur,https://balrampur.nic.in,BASE,,,https://yourstory.com/2026/03/balrampur-pulses-processing-besan-food-industry|https://www.odopup.in/en/article/balrampur|https://www.thehindubusinessline.com/economy/agri-business/balrampur-chini-expects-good-growth-on-the-back-of-higher-cane-crushing-ethanol-production-this-fiscal/article67101539.ece|https://www.bidcurios.com/product/balrampur-food-processing-pulses/|https://www.theguardian.com/society/2025/apr/28/ultra-processed-food-increases-risk-of-early-death-international-study-finds
Uttar Pradesh,Banda,https://banda.nic.in,BASE,,,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/StoneHandicraftFinal.pdf|https://asiainch.org/craft/shazar-stone-crafts-of-banda-uttar-pradesh/|https://www.patrika.com/banda-news/shazar-stone-found-in-ken-river-of-banda-india-7026874|https://www.indiahandmade.com/buy-handcrafted-shazar-stone-piece-online.html|https://www.researchgate.net/publication/359866801_SHAZAR_STONE_HAQUIKE_CRAFT_INDIAN_SHAZAR_HERITAGE_IS_IN_THE_DECLINE_STAGE
Uttar Pradesh,Barabanki,https://barabanki.nic.in,BASE,,,https://currentaffairs.adda247.com/7-handicrafts-products-of-uttar-pradesh-gets-geographical-indication-tag/|https://anuprerna.com/content/handloom-weaving/a-visual-journey-through-indian-handloom-textiles/470073|https://smestreet.in/sectors/handloom-production-needs-to-double-from-rs-60000-cr-to-rs-125000-crore-in-3-years-piyush-goyal/|https://www.linkedin.com/pulse/middle-east-africa-home-textile-product-machinery-market-ztotf|https://aninews.in/news/business/indias-textile-exports-grow-21-in-fy26-ready-made-garments-remain-top-driver20260422130741/
Uttar Pradesh,Bareilly,https://bareilly.nic.in,BASE,,,https://timesofindia.indiatimes.com/city/bareilly/bareillys-zari-art-on-verge-of-extinction-as-annual-turnover-falls-from-rs-100-crore-to-rs-10-crore-in-a-decade/articleshow/99158923.cms|https://granthaalayahpublication.org/Arts-Journal/ShodhKosh/article/view/5496|https://www.outlookindia.com/culture-society/zari-zarozi-the-shimmer-that-is-fading-away-into-darkness-weekender_story-288206|https://yourstory.com/2026/03/unnao-zari-zardozi-cluster-odop-process-market-india
Uttar Pradesh,Basti,https://basti.nic.in,BASE,,,https://factodata.com/india-exports-in-2025-key-products-markets-and-trends/|https://www.powerlinekey.com/import-export-startup/|https://indiantradeportal.in/|https://www.indiabusinessguide.in/blogs.html
Uttar Pradesh,Bhadohi,https://bhadohi.nic.in,BASE,,,https://holyvoyages.com/bhadohi/about-bhadohi-hand-made-carpet-varanasi-up-india.aspx|https://www.accio.com/plp/eastern-carpet-bhadohi|https://www.linkedin.com/pulse/bhadohi-sant-ravidas-nagar-uttar-pradesh-carpet-city-where-anuj-kumar-ztzgc|https://www.alibaba.com/showroom/bhadohi-rugs.html
Uttar Pradesh,Bijnor,https://bijnor.nic.in,BASE,,,https://www.pinterest.com/ktmagna/tumbling-tower-blocks/|https://housing.com/rent/20037323-1500-sqft-5-bhk-independent-house-on-rent-in-bijnor-lucknow|https://www.goodreturns.in/market-mood-index.html|https://www.hubspot.com/state-of-marketing|https://eprocure.gov.in/eprocure/app
Uttar Pradesh,Budaun,https://budaun.nic.in,BASE,,,https://www.outlookindia.com/culture-society/zari-zarozi-the-shimmer-that-is-fading-away-into-darkness-weekender_story-288206|https://yourstory.com/2026/03/unnao-zari-zardozi-cluster-odop-process-market-india|https://timesofindia.indiatimes.com/city/bareilly/bareillys-zari-art-on-verge-of-extinction-as-annual-turnover-falls-from-rs-100-crore-to-rs-10-crore-in-a-decade/articleshow/99158923.cms|https://granthaalayahpublication.org/Arts-Journal/ShodhKosh/article/view/5496
Uttar Pradesh,Bulandshahar,https://bulandshahar.nic.in,BASE,,,https://utkarsh.com/current-affairs/state/government-schemes/uttar-pradesh-adds-12-new-products-under-odop-scheme-taking-it-to-74|https://www.odopup.in/en/article/bulandshahar|https://cscportal.in/one-district-one-product-list-up/|https://www.tradeindia.com/bulandshahar/ceramic-pots-city-185376.html|https://instapdf.in/one-district-one-product-list/
Uttar Pradesh,Chandauli,https://chandauli.nic.in,BASE,,,https://yourstory.com/2026/03/chandauli-zari-zardozi-metallic-thread-festive-textiles-odop|https://amezly.com/chandaulis-zari-zardozi-metallic-threads-shaping-festive-textiles/|https://krishikosh.wordpress.com/2022/01/13/present-status-of-zari-work-units-in-bareilly-uttar-pradesh/|https://jier.org/index.php/journal/article/download/4324/3383/7567|https://www.odopup.in/en
Uttar Pradesh,Chitrakoot,https://chitrakoot.nic.in,BASE,,,https://www.scribd.com/document/871794864/Wooden-Toy-Making|https://www.6wresearch.com/industry-report/india-wooden-toys-market-outlook|https://yourstory.com/2026/02/chitrakoot-wooden-toys-odop-uttar-pradesh-artisans|https://www.imarcgroup.com/indian-toys-market|https://www.datainsightsmarket.com/reports/wooden-toys-1356851
Uttar Pradesh,Deoria,https://deoria.nic.in,BASE,,,https://www.grandviewresearch.com/horizon/outlook/home-decor-market/india|https://yourstory.com/2026/03/deoria-decorative-crafts-knitting-embroidery-home-based-gifting-market|https://www.mordorintelligence.com/market-analysis/home-decor/india|https://www.imarcgroup.com/india-home-decor-market|https://www.6wresearch.com/industry-report/india-home-decor-market-2020-2026
Uttar Pradesh,Etah,https://etah.nic.in,BASE,,,https://www.amazon.com/Ghungroo-ghunghroo-Classical-Accessories-classical/dp/B08X4KC64F|https://www.bidcurios.com/product/etah-ankle-bells-ghungroobells-and-brass-products/|https://sarkariyojana.com/one-district-one-product-scheme/|https://uapanmart.com/product/uapan-brass-sattriya-ghungroo-ankle-bells-loose-beads-for-kathak-and-satriyapack-of-100-9mm/
Uttar Pradesh,Etawah,https://etawah.nic.in,BASE,,,https://worldpopulationreview.com/country-rankings/textile-exports-by-country|https://uztexgroup.com/|https://www.oeko-tex.com/|https://techtextil.messefrankfurt.com/
Uttar Pradesh,Farrukhabad,https://farrukhabad.nic.in,BASE,,,https://www.gitagged.com/online-store/handloom/farrukhabad-prints/|https://www.incredibleindia.gov.in/en/uttar-pradesh/farrukhabad-prints|https://www.indianbusinessportal.in/GIProducts/handicraft-farrukhabad-prints/c-118|https://sahasa.in/2021/02/09/farrukhabad-prints-uttar-pradesh/
Uttar Pradesh,Fatehpur,https://fatehpur.nic.in,BASE,,,https://www.homeelite.in/fatehpur/bedsheet-blue.html|https://www.upscale-media.ai/|https://www.hubspot.com/state-of-marketing|https://heygenai.app/|https://www.hindustantimes.com/education/board-exams/up-board-12th-intermediate-result
Uttar Pradesh,Firozabad,https://firozabad.nic.in,BASE,,,https://timesofindia.indiatimes.com/city/agra/lanka-crisis-uttar-pradeshs-firozabad-glass-industry-awaiting-rs-5-crore-payment-exports-on-hold/articleshow/92928856.cms|https://www.filmingindo.com/blog-post/firozabad-the-glass-city-of-india/|https://www.jagranjosh.com/general-knowledge/which-city-is-known-as-the-glass-capital-of-india-1820007550-1|https://www.indiatoday.in/magazine/economy/story/19861231-firozabad-glass-industry-threatened-by-government-action-801570-1986-12-30
Uttar Pradesh,Gautam Buddh Nagar,,FAILED,,,https://economictimes.indiatimes.com/topic/gautam-buddh-nagar|https://www.odopup.in/en/article/gautam-budh-nagar|https://www.germanynews.net/news/279003978/india-textile-exports-grow-21-in-fy26-ready-made-garments-remain-top-driver|https://www.eventalways.com/india-international-garment-fair|https://businessfirms.co/contract-manufacturing-companies-in-gautam-buddh-nagar
Uttar Pradesh,Ghaziabad,https://ghaziabad.nic.in,BASE,,,https://www.indiatoday.in/education-today/news/story/engineering-students-of-this-institute-bagged-a-rs-1-22-crore-dream-job-at-amazon-dublin-1959306-2022-06-07|https://indianexpress.com/article/business/february-petro-engineering-goods-drive-exports-up-7798187/|https://timesofindia.indiatimes.com/education/news/pursuing-engineering-once-a-fad-now-a-dilemma-only-10-percent-of-15-lakh-graduates-likely-to-land-jobs-this-year/articleshow/114686084.cms|https://rearmenia.com/en/fundraisers/umbrella-x-lab-engineering-education-and-production|https://factodata.com/india-exports-in-2025-key-products-markets-and-trends/
Uttar Pradesh,Ghazipur,https://ghazipur.nic.in,BASE,,,https://varanasi.nic.in/district-produce/ghazipur-wall-hanging/|https://www.gitagged.com/product/ghazipur-wall-hanging-big-banyan-tree-jute-craft/|https://giheritage.com/collections/ghazipur-wall-hangings-jute|https://indyhaat.co.in/product/ghazipur-jute-handmade-natural-view-multi-color-wall-hanging/|https://www.indianbusinessportal.in/GIProducts/handicraft-ghazipur-wallhanging/c-125
Uttar Pradesh,Gonda,https://gonda.nic.in,BASE,,,https://www.linkedin.com/pulse/revenue-forecast-growth-outlook-coconut-food-processing-machines-khpic|https://www.bidcurios.com/product/gonda-food-processing-pulses/|https://nutritionsource.hsph.harvard.edu/processed-foods/|https://yourstory.com/2022/02/agribusiness-startup-iim-alumnus-our-food-food-processing-farms|https://modernfarmer.com/2022/05/high-pressure-processing-food-security/
Uttar Pradesh,Gorakhpur,https://gorakhpur.nic.in,BASE,,,https://tanzj.net/wp-content/uploads/2026/01/5.pdf|https://www.outlooktraveller.com/News/gorakhpur-terracotta-village-to-be-developed-as-craft-tourism-hub|https://yourstory.com/2026/02/gorakhpur-terracotta-artisan-hiralal-prajapati-odop|https://www.academia.edu/128123036/Terracotta_An_Artistry_Measures_to_Develop_Rural_Women_Entrepreneur|https://www.scribd.com/document/870601174/Terracotta-Pottery-Semiautomatic
Uttar Pradesh,Hamirpur,https://hamirpur.nic.in,BASE,,,https://www.statista.com/topics/11449/footwear-market-in-india/|https://odopup.in/en/article/hamirpur|https://www.maximizemarketresearch.com/market-report/india-footwear-market/20980/|https://www.hul.co.in/files/annual-report-2023-24.pdf|https://himachalservices.nic.in/economics/pdf/en-economic_survey_2024-25.pdf
Uttar Pradesh,Hapur,https://hapur.nic.in,BASE,,,https://www.business-standard.com/finance/personal-finance/indian-art-market-booms-sales-by-top-50-artists-touch-rs-301-crore-this-yr-124052801051_1.html|https://mychakrastore.com/|https://www.goodreturns.in/market-mood-index.html|https://www.printables.com/model?category=44|https://www.hubspot.com/state-of-marketing
Uttar Pradesh,Hardoi,https://hardoi.nic.in,BASE,,,https://yourstory.com/2026/02/hardoi-mallawan-handloom-weavers-textile|https://factodata.com/india-exports-in-2025-key-products-markets-and-trends/|https://www.upscale-media.ai/|https://www.hubspot.com/state-of-marketing
Uttar Pradesh,Hathras,https://hathras.nic.in,BASE,,,https://www.spices.res.in/sites/default/files/229.+Policy+Brief+-3+-+Asafoetida.pdf|https://www.marketgrowthreports.com/market-reports/hing-asafoetida-market-113442|https://www.businessresearchinsights.com/market-reports/asafoetida-market-121498|https://www.researchandmarkets.com/report/asafoetida|https://statledger.com/products/india-asafoetida-hing-market?variant=45443273064686
Uttar Pradesh,Jalaun,https://jalaun.nic.in,BASE,,,https://www.dcmsme.gov.in/dips/DIP++Jalaun.pdf|https://msme.gov.in/msme-annual-report-english-2022-23|https://yourstory.com/2026/03/jalaun-kalpi-handmade-paper-industry-fabric-waste-odop
Uttar Pradesh,Jaunpur,https://jaunpur.nic.in,BASE,,,https://globaxsolutions.com/export-import-training-in-jaunpur/|https://www.egecarpets.com/en-gb/products/all-products|https://samarkandbukharasilkcarpets.com/ru|https://www.cnbctv18.com/market/stock-market-live-updates-nifty-50-sensex-today-india-pakistan-developments-us-china-swiggy-manappuram-pharma-shares-liveblog-19602957.htm
Uttar Pradesh,Jhansi,https://jhansi.nic.in,BASE,,,https://odopmall.com/product/jhansi-soft-toys/|https://www.upscale-media.ai/|https://eu.jellycat.com/|https://www.bizindigo.com/udaan-soft-toys-jhansi-association/|https://www.bidcurios.com/product/jhansi-soft-toys/
Uttar Pradesh,Kannauj,https://kannauj.nic.in,BASE,,,https://government.economictimes.indiatimes.com/news/economy/kannauj-perfume-industry-in-holds-growth-potential-in-domestic-and-global-market-dm-shubhrant-kumar-shukl/112609636|https://kannaujattar.com/|https://www.kannaujperfume.com/
Uttar Pradesh,Kanpur Dehat,https://kanpurdehat.nic.in,BASE,,,https://www.bhaskar.com/local/uttar-pradesh/kanpur-dehat/news/kanpur-dehat-matikala-scheme-loan-subsidy-2026-27-137734199.html|https://www.schoolfurnitureindia.in/kanpur-dehat/kids-table.htm|https://propnewstime.com/getdetailsStories/MTczNDA=/gurugram-s-inr-1-lakh-crore-global-city-to-reshape-urban-landscape-along-dwarka-expressway|https://www.goodreturns.in/market-mood-index.html|https://www.policybazaar.com/rto/uttar-pradesh/kanpur/
Uttar Pradesh,Kanpur Nagar,https://kanpurnagar.nic.in,BASE,,,https://www.verifiedmarketresearch.com/product/leather-products-market/|https://gsfinder.com/fileather|https://in.linkedin.com/in/naved-lari-a9307815a|https://www.upscale-media.ai/
Uttar Pradesh,Kasganj,https://kasganj.nic.in,BASE,,,http://dcmsme.gov.in/dips/Kanshiram+Nagar+(Kasganj).pdf|https://www.linkedin.com/pulse/from-homes-global-markets-what-kasganjs-zari-teaches-satyendra-kumar-g8kec|https://www.researchgate.net/publication/349723196_ISSUES_AND_CHALLENGES_OF_ZARI-ZARDOZI_INDUSTRY_AN_ANALYSIS|https://journals.sagepub.com/doi/pdf/10.1177/25166042251383241?download=true|https://epbupindia.in/GOOrders/DEAP/DEAP+Kasganj.pdf
Uttar Pradesh,Kaushambi,https://kaushambi.nic.in,BASE,,,https://www.freshplaza.com/africa/article/9831579/africa-expands-banana-processing-to-cut-losses-and-boost-value/|https://www.slideshare.net/slideshow/tomato-processing-profitable-food-processing-business-idea/86218588|https://www.agroexporters.net/kaushambi/banana|https://www.hindustantimes.com/cities/lucknow-news/new-food-processing-policy-soon-says-yogi-101667493862848.html|https://www.futurelearn.com/info/courses/how-is-my-food-made/0/steps/63293
Uttar Pradesh,Kushinagar,https://kushinagar.nic.in/one-district-one-product/,MATCH,,,https://musapacta.com.vn/vi/the-global-banana-fiber-industry/|https://ecosilky.com.vn/en/banana-fibre-products-market/|https://hindi.thebetterindia.com/uttar-pradesh-positive-stories-good-news/banana-fiber-products-kushinagar-man-generates-employment-for-women-uttar-pradesh-ravi-prasad/|https://www.accio.com/plp/banana-fiber-yarn-spinning
Uttar Pradesh,Lakhimpur Kheri,,FAILED,,,https://www.upscale-media.ai/|https://www.amarujala.com/uttar-pradesh/lakhimpur-kheri/woman-farmer-again-did-wonders-in-sugarcane-production-lakhimpur-news-c-120-1-sbly1015-8074-2023-10-23|https://indianexpress.com/article/cities/delhi/msp-lakhimpur-kheri-case-on-agenda-at-farmers-meeting-in-jantar-mantar-8105791/|https://www.linkedin.com/pulse/unlock-vital-data-automatic-brewing-production-line-stdse|https://www.schoolfurnitureindia.in/lakhimpur-kheri/kids-table.htm
Uttar Pradesh,Lalitpur,https://lalitpur.nic.in/one-district-one-product/,MATCH,,,https://lalitpur.nic.in/en/one-district-one-product/|https://yourstory.com/2026/03/lalitpur-zari-silk-saree-handloom-weaving|https://bongchong.in/lalitpur-zari-silk-saree/|https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/ZariSilkEmbroideryDPR.pdf|https://incbusiness.in/business/fine-threads-firm-hands-the-making-of-lalitpurs-zari-silk-sarees/
Uttar Pradesh,Lucknow,https://lucknow.up.gov.in/one-district-one-product/,MATCH,,,https://www.hindustantimes.com/cities/lucknow-news/west-asia-war-designs-challenges-for-lucknow-s-chikankari-industry-exports-hit-101775073284468.html|https://ijeponline.com/index.php/journal/article/download/554/507/498|https://www.elucknow.com/city-guide/craft-and-culture.html|https://odopup.in/en/article/Lucknow
Uttar Pradesh,Maharajganj,https://maharajganj.nic.in,BASE,,,https://www.mordorintelligence.com/industry-reports/india-furniture-market|https://www.kenresearch.com/industry-reports/india-home-furniture-market|https://www.imarcgroup.com/india-furniture-market|https://www.ikea.com/in/en/files/pdf/78/62/78623ce0/thought-leadership-paper_full_strategic-roadmap-for-furniture-sector-of-india.pdf|https://www.researchandmarkets.com/report/india-furniture-market
Uttar Pradesh,Mahoba,https://mahoba.nic.in,BASE,,,https://indyhaat.co.in/product/gaura-stone-nandi-and-shivling-puja-rectangular-set/|https://www.upscale-media.ai/|https://www.bidcurios.com/product/mahoba-gaura-stone-craft/|https://www.forevernews.in/economic/u-p-now-holds-second-position-in-gi-tagged-products-up-now-holds-second-position-in-gi-tagged-products-802372|https://www.odopup.in/en/page/district-wise-products
Uttar Pradesh,Mainpuri,https://mainpuri.nic.in,BASE,,,https://www.business-standard.com/finance/personal-finance/indian-art-market-booms-sales-by-top-50-artists-touch-rs-301-crore-this-yr-124052801051_1.html|https://theartmarket.artbasel.com/|https://www.upscale-media.ai/|https://ezenhancer.ai/photo-editor/|https://heygenai.app/
Uttar Pradesh,Mathura,https://mathura.nic.in,BASE,,,https://www.emergenresearch.com/industry-report/stainless-steel-plumbing-pipes-and-fittings-market|https://www.arkbathfittings.com/blog/what-is-a-waste-coupling-and-how-does-it-work-in-plumbing/|https://pssteel.co.in/stee-valve-fittings-mathura/|https://www.upscale-media.ai/|https://www.hubspot.com/state-of-marketing
Uttar Pradesh,Mau,https://mau.nic.in,BASE,,,https://energy.economictimes.indiatimes.com/news/renewable/guj-tn-powerlooms-reaped-max-benefits-of-solar-energy-scheme-official/61813424|https://yourstory.com/2026/03/mau-textile-products-powerloom-saree-production-odop|https://anuprerna.com/content/handloom-weaving/how-to-identify-handloom-fabrics-in-a-powerloom-world/470602|https://www.sanskriticuttack.com/handloom-vs-powerloom-making-a-conscious-choice/|https://www.indiatoday.in/india-today-insight/story/why-looms-in-tamil-nadus-textile-hotspots-have-shut-down-for-2-weeks-2303286-2022-11-29
Uttar Pradesh,Meerut,https://meerut.nic.in,BASE,,,https://www.decathlon.in/|https://jaxtonsports.in/product-tag/plastic-sports-products-meerut/|https://www.stigasports.com/en
Uttar Pradesh,Mirzapur,https://mirzapur.nic.in,BASE,,,https://www.financialexpress.com/archive/mirzapur-carpet-industry-needs-cash-incentives/487850/|https://mirzapurqaleen.com/product/mirzapur-harita-aavartan-woolen-rug/|https://timesofindia.indiatimes.com/life-style/home-garden/the-real-world-of-mirzapur-carpet-industry-that-lacks-infrastructure-but-runs-on-soul-and-passion/articleshow/79625568.cms|https://decentgallary.com/|https://www.mirzapurcarpet.com/
Uttar Pradesh,Moradabad,https://moradabad.nic.in,BASE,,,https://www.dcmsme.gov.in/dips/16+DIPS+Moradabad1.pdf|https://www.ijsr.net/archive/v7i7/ART20183560.pdf|https://www.academia.edu/79595010/Spatial_Impact_of_Metal_Craft_Industries_Moradabad|https://moradabadsez.gov.in/resources/MSEZ+Export+figures.pdf|https://moradabad.nic.in/economy/
Uttar Pradesh,Muzaffarnagar,https://muzaffarnagar.nic.in,BASE,,,https://economictimes.indiatimes.com/news/politics-and-nation/muzaffarnagar-jaggery-traders-losing-rs-2cr/day-amid-curfew/articleshow/22437755.cms|https://www.ijllr.com/post/the-legal-and-economic-impact-of-gi-status-of-muzaffarnagar-jaggery-gur|https://www.chinimandi.com/muzaffarnagar-jaggery-units-start-cane-crushing-ahead-of-sugar-mills/|https://bebefoods.com/blogs/news/why-muzaffarnagar-is-famous-for-jaggery-production
Uttar Pradesh,Pilibhit,https://pilibhit.nic.in/one-district-one-product/,MATCH,,,https://www.ibef.org/exports/handicrafts-industry-india|https://allgujaratnews.in/en/the-record-of-the-biggest-flute-in-jamnagar-is-now-in-the-name-of-pilibhit/|https://epbupindia.in/GOOrders/DEAP/DEAP+Pilibhit+.pdf|https://timesofindia.indiatimes.com/city/bareilly/pilibhit-to-sow-assam-bamboo-to-tone-up-flute-industry/articleshow/81214104.cms
Uttar Pradesh,Pratapgarh,https://pratapgarh.nic.in,BASE,,,https://utkarsh.com/current-affairs/state/government-schemes/uttar-pradesh-adds-12-new-products-under-odop-scheme-taking-it-to-74|https://www.seair.co.in/fresh-aamla-export-data.aspx|https://www.odopup.in/en/page/district-wise-products|https://www.bidcurios.com/product/pratapgarh-food-processing-aamla/
Uttar Pradesh,Prayagraj,https://prayagraj.nic.in,BASE,,,https://www.hindustantimes.com/cities/banking-on-moonj-with-odop-in-sight/story-aZc3ogrnDW8jYeEqqukWZI.html|https://www.nationalheraldindia.com/people/the-grass-is-green-for-the-moonj-weavers-of-allahabad|https://utkarsh.com/current-affairs/state/government-schemes/uttar-pradesh-adds-12-new-products-under-odop-scheme-taking-it-to-74|https://theonlinenews.in/2021/12/25/know-how-women-of-prayagraj-earn-living-by-making-eco-friendly-moonj-products/
Uttar Pradesh,Raebareli,https://raebareli.nic.in,BASE,,,https://msme.gov.in/sites/default/files/MSME-ANNUAL-REPORT-ENGLISH+2020-21.pdf|https://dcmsme.gov.in/dips/DIP+Raebareli.pdf|https://www.scribd.com/document/407320572/DIP-Raebareli|https://www.mordorintelligence.com/industry-reports/wood-furniture-market-in-india|https://dukespace.lib.duke.edu/bitstreams/91b832c9-8994-4022-ba41-68235d832fe2/download
Uttar Pradesh,Rampur,https://rampur.nic.in,BASE,,,https://github.com/kyujin-cho/pixel-volte-patch/blob/main/README.en.md|https://sarkariyojana.com/one-district-one-product-scheme/|https://cscportal.in/one-district-one-product-list-up/|https://utkarsh.com/current-affairs/state/government-schemes/uttar-pradesh-adds-12-new-products-under-odop-scheme-taking-it-to-74
